Fecha Hora,IdContainer,Carga,Capacidad_Carga_M3,Capacidad_Ocupada_M3,Capacidad_Libre_M3,lat,long,Ubicación
"27/05/2018, 12:00:00",C001,134,3200,3279,3066,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 13:00:00",C001,397,3200,3676,2803,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 14:00:00",C001,134,3200,3810,3066,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 15:00:00",C001,310,3200,4120,2890,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 16:00:00",C001,142,3200,4262,3058,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 17:00:00",C001,236,3200,4498,2964,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 18:00:00",C001,177,3200,4675,3023,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 19:00:00",C001,298,3200,4973,2902,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 21:00:00",C001,213,3200,213,2987,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 22:00:00",C001,228,3200,441,2972,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"27/05/2018, 23:00:00",C001,104,3200,545,3096,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 00:00:00",C001,336,3200,881,2864,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 01:00:00",C001,103,3200,984,3097,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 02:00:00",C001,311,3200,1295,2889,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 03:00:00",C001,142,3200,1437,3058,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 04:00:00",C001,297,3200,1734,2903,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 05:00:00",C001,392,3200,2126,2808,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 06:00:00",C001,155,3200,2281,3045,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 07:00:00",C001,123,3200,2404,3077,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 08:00:00",C001,106,3200,2510,3094,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 09:00:00",C001,129,3200,2639,3071,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 10:00:00",C001,288,3200,2927,2912,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 11:00:00",C001,206,3200,3133,2994,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 12:00:00",C001,340,3200,3473,2860,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 13:00:00",C001,316,3200,3789,2884,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 14:00:00",C001,198,3200,3987,3002,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 15:00:00",C001,239,3200,4226,2961,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 16:00:00",C001,340,3200,4566,2860,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 17:00:00",C001,295,3200,4861,2905,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 18:00:00",C001,0,3200,0,3200,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 19:00:00",C001,129,3200,129,3071,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 20:00:00",C001,265,3200,394,2935,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 21:00:00",C001,381,3200,775,2819,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 22:00:00",C001,138,3200,913,3062,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"28/05/2018, 23:00:00",C001,343,3200,1256,2857,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 00:00:00",C001,118,3200,1374,3082,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 01:00:00",C001,216,3200,1590,2984,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 02:00:00",C001,288,3200,1878,2912,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 03:00:00",C001,156,3200,2034,3044,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 04:00:00",C001,375,3200,2409,2825,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 05:00:00",C001,213,3200,2622,2987,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 06:00:00",C001,160,3200,2782,3040,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 07:00:00",C001,152,3200,2934,3048,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 08:00:00",C001,393,3200,3327,2807,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 09:00:00",C001,314,3200,3641,2886,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 10:00:00",C001,352,3200,3993,2848,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 11:00:00",C001,224,3200,4217,2976,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 12:00:00",C001,172,3200,4389,3028,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 13:00:00",C001,202,3200,4591,2998,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 14:00:00",C001,171,3200,4762,3029,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 15:00:00",C001,374,3200,5136,2826,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 16:00:00",C001,334,3200,5470,2866,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 17:00:00",C001,222,3200,5692,2978,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 18:00:00",C001,281,3200,5973,2919,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 19:00:00",C001,372,3200,6345,2828,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 20:00:00",C001,208,3200,6553,2992,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 21:00:00",C001,172,3200,6725,3028,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 22:00:00",C001,0,3200,0,3200,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"29/05/2018, 23:00:00",C001,213,3200,213,2987,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 00:00:00",C001,193,3200,406,3007,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 01:00:00",C001,274,3200,680,2926,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 02:00:00",C001,311,3200,991,2889,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 03:00:00",C001,154,3200,1145,3046,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 04:00:00",C001,382,3200,1527,2818,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 05:00:00",C001,305,3200,1832,2895,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 06:00:00",C001,146,3200,1978,3054,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 07:00:00",C001,378,3200,2356,2822,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 08:00:00",C001,339,3200,2695,2861,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 09:00:00",C001,176,3200,2871,3024,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 10:00:00",C001,118,3200,2989,3082,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 11:00:00",C001,339,3200,3328,2861,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 12:00:00",C001,226,3200,3554,2974,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 13:00:00",C001,337,3200,3891,2863,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 14:00:00",C001,372,3200,4263,2828,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 15:00:00",C001,313,3200,4576,2887,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 16:00:00",C001,130,3200,4706,3070,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 17:00:00",C001,227,3200,4933,2973,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 18:00:00",C001,295,3200,5228,2905,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 19:00:00",C001,391,3200,5619,2809,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 21:00:00",C001,212,3200,212,2988,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 22:00:00",C001,167,3200,379,3033,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"30/05/2018, 23:00:00",C001,249,3200,628,2951,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 00:00:00",C001,398,3200,1026,2802,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 01:00:00",C001,344,3200,1370,2856,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 02:00:00",C001,399,3200,1769,2801,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 03:00:00",C001,398,3200,2167,2802,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 04:00:00",C001,238,3200,2405,2962,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 05:00:00",C001,250,3200,2655,2950,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 06:00:00",C001,119,3200,2774,3081,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 07:00:00",C001,375,3200,3149,2825,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 08:00:00",C001,320,3200,3469,2880,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 09:00:00",C001,122,3200,3591,3078,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 10:00:00",C001,210,3200,3801,2990,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 11:00:00",C001,242,3200,4043,2958,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 12:00:00",C001,127,3200,4170,3073,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 13:00:00",C001,188,3200,4358,3012,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 14:00:00",C001,356,3200,4714,2844,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 15:00:00",C001,257,3200,4971,2943,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 16:00:00",C001,155,3200,5126,3045,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 17:00:00",C001,259,3200,5385,2941,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 18:00:00",C001,283,3200,5668,2917,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 19:00:00",C001,246,3200,5914,2954,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 21:00:00",C001,154,3200,154,3046,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 22:00:00",C001,208,3200,362,2992,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"31/05/2018, 23:00:00",C001,375,3200,737,2825,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 00:00:00",C001,257,3200,994,2943,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 01:00:00",C001,132,3200,1126,3068,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 02:00:00",C001,327,3200,1453,2873,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 03:00:00",C001,170,3200,1623,3030,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 04:00:00",C001,223,3200,1846,2977,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 05:00:00",C001,229,3200,2075,2971,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 06:00:00",C001,367,3200,2442,2833,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 07:00:00",C001,183,3200,2625,3017,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 08:00:00",C001,171,3200,2796,3029,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 09:00:00",C001,139,3200,2935,3061,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 10:00:00",C001,341,3200,3276,2859,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 11:00:00",C001,202,3200,3478,2998,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 12:00:00",C001,308,3200,3786,2892,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 13:00:00",C001,234,3200,4020,2966,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 14:00:00",C001,232,3200,4252,2968,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 15:00:00",C001,275,3200,4527,2925,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 16:00:00",C001,163,3200,4690,3037,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 17:00:00",C001,0,3200,0,3200,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 18:00:00",C001,103,3200,103,3097,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 19:00:00",C001,279,3200,382,2921,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 20:00:00",C001,179,3200,561,3021,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
"01/06/2018, 21:00:00",C001,328,3200,889,2872,"-34,86521254","-58,53399754",Hospital Internacional de Ezeiza
