Fecha Hora,IdContainer,Carga,Capacidad_Carga_M3,Capacidad_Ocupada_M3,Capacidad_Libre_M3,lat,long,Ubicación
"28/05/2018, 06:00:00",C001,323,3200,2523,2877,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 07:00:00",C001,195,3200,2718,3005,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 08:00:00",C001,190,3200,2908,3010,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 09:00:00",C001,190,3200,3098,3010,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 10:00:00",C001,238,3200,3336,2962,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 11:00:00",C001,374,3200,3710,2826,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 12:00:00",C001,346,3200,4056,2854,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 13:00:00",C001,377,3200,4433,2823,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 14:00:00",C001,314,3200,4747,2886,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 15:00:00",C001,123,3200,4870,3077,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 16:00:00",C001,391,3200,5261,2809,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 17:00:00",C001,144,3200,5405,3056,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 18:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 19:00:00",C001,220,3200,220,2980,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 20:00:00",C001,116,3200,336,3084,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 21:00:00",C001,273,3200,609,2927,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 22:00:00",C001,178,3200,787,3022,"-34,855106","-58,5256724",Municipalidad Ezeiza
"28/05/2018, 23:00:00",C001,147,3200,934,3053,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 00:00:00",C001,174,3200,1108,3026,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 01:00:00",C001,238,3200,1346,2962,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 02:00:00",C001,343,3200,1689,2857,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 03:00:00",C001,342,3200,2031,2858,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 04:00:00",C001,111,3200,2142,3089,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 05:00:00",C001,377,3200,2519,2823,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 06:00:00",C001,126,3200,2645,3074,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 07:00:00",C001,400,3200,3045,2800,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 08:00:00",C001,353,3200,3398,2847,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 09:00:00",C001,257,3200,3655,2943,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 10:00:00",C001,179,3200,3834,3021,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 11:00:00",C001,357,3200,4191,2843,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 12:00:00",C001,111,3200,4302,3089,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 13:00:00",C001,362,3200,4664,2838,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 14:00:00",C001,356,3200,5020,2844,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 15:00:00",C001,390,3200,5410,2810,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 16:00:00",C001,382,3200,5792,2818,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 17:00:00",C001,341,3200,6133,2859,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 18:00:00",C001,337,3200,6470,2863,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 19:00:00",C001,162,3200,6632,3038,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 20:00:00",C001,278,3200,6910,2922,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 21:00:00",C001,139,3200,7049,3061,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 22:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza
"29/05/2018, 23:00:00",C001,378,3200,378,2822,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 00:00:00",C001,205,3200,583,2995,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 01:00:00",C001,123,3200,706,3077,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 02:00:00",C001,250,3200,956,2950,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 03:00:00",C001,275,3200,1231,2925,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 04:00:00",C001,145,3200,1376,3055,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 05:00:00",C001,104,3200,1480,3096,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 06:00:00",C001,219,3200,1699,2981,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 07:00:00",C001,342,3200,2041,2858,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 08:00:00",C001,123,3200,2164,3077,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 09:00:00",C001,102,3200,2266,3098,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 10:00:00",C001,333,3200,2599,2867,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 11:00:00",C001,385,3200,2984,2815,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 12:00:00",C001,193,3200,3177,3007,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 13:00:00",C001,177,3200,3354,3023,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 14:00:00",C001,370,3200,3724,2830,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 15:00:00",C001,285,3200,4009,2915,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 16:00:00",C001,363,3200,4372,2837,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 17:00:00",C001,343,3200,4715,2857,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 18:00:00",C001,173,3200,4888,3027,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 19:00:00",C001,195,3200,5083,3005,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 21:00:00",C001,164,3200,164,3036,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 22:00:00",C001,337,3200,501,2863,"-34,855106","-58,5256724",Municipalidad Ezeiza
"30/05/2018, 23:00:00",C001,201,3200,702,2999,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 00:00:00",C001,330,3200,1032,2870,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 01:00:00",C001,208,3200,1240,2992,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 02:00:00",C001,245,3200,1485,2955,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 03:00:00",C001,221,3200,1706,2979,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 04:00:00",C001,275,3200,1981,2925,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 05:00:00",C001,173,3200,2154,3027,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 06:00:00",C001,196,3200,2350,3004,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 07:00:00",C001,260,3200,2610,2940,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 08:00:00",C001,374,3200,2984,2826,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 09:00:00",C001,194,3200,3178,3006,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 10:00:00",C001,282,3200,3460,2918,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 11:00:00",C001,380,3200,3840,2820,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 12:00:00",C001,275,3200,4115,2925,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 13:00:00",C001,341,3200,4456,2859,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 14:00:00",C001,246,3200,4702,2954,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 15:00:00",C001,230,3200,4932,2970,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 16:00:00",C001,304,3200,5236,2896,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 17:00:00",C001,247,3200,5483,2953,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 18:00:00",C001,279,3200,5762,2921,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 19:00:00",C001,135,3200,5897,3065,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 21:00:00",C001,299,3200,299,2901,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 22:00:00",C001,314,3200,613,2886,"-34,855106","-58,5256724",Municipalidad Ezeiza
"31/05/2018, 23:00:00",C001,335,3200,948,2865,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 00:00:00",C001,201,3200,1149,2999,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 01:00:00",C001,312,3200,1461,2888,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 02:00:00",C001,314,3200,1775,2886,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 03:00:00",C001,315,3200,2090,2885,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 04:00:00",C001,368,3200,2458,2832,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 05:00:00",C001,308,3200,2766,2892,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 06:00:00",C001,160,3200,2926,3040,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 07:00:00",C001,203,3200,3129,2997,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 08:00:00",C001,225,3200,3354,2975,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 09:00:00",C001,386,3200,3740,2814,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 10:00:00",C001,127,3200,3867,3073,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 11:00:00",C001,361,3200,4228,2839,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 12:00:00",C001,163,3200,4391,3037,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 13:00:00",C001,393,3200,4784,2807,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 14:00:00",C001,384,3200,5168,2816,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 15:00:00",C001,229,3200,5397,2971,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 16:00:00",C001,390,3200,5787,2810,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 17:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 18:00:00",C001,221,3200,221,2979,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 19:00:00",C001,290,3200,511,2910,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 20:00:00",C001,324,3200,835,2876,"-34,855106","-58,5256724",Municipalidad Ezeiza
"01/06/2018, 21:00:00",C001,334,3200,1169,2866,"-34,855106","-58,5256724",Municipalidad Ezeiza
