Id,Fecha Hora,IdContainer,Carga,Capacidad_Carga_M3,Capacidad_Ocupada_M3,Capacidad_Libre_M3,lat,long,Ubicación,Recolectar
21,"26/05/2018, 20:00:00",C003,306,3200,3152,2894,"-34,8440874","-58,5074759",Coto Ezeiza,H
22,"26/05/2018, 21:00:00",C003,0,3200,0,3200,"-34,8440874","-58,5074759",Coto Ezeiza,L
23,"26/05/2018, 22:00:00",C003,332,3200,332,2868,"-34,8440874","-58,5074759",Coto Ezeiza,L
24,"26/05/2018, 23:00:00",C003,49,3200,381,3151,"-34,8440874","-58,5074759",Coto Ezeiza,L
25,"27/05/2018, 00:00:00",C003,202,3200,583,2998,"-34,8440874","-58,5074759",Coto Ezeiza,L
26,"27/05/2018, 01:00:00",C003,310,3200,893,2890,"-34,8440874","-58,5074759",Coto Ezeiza,L
27,"27/05/2018, 02:00:00",C003,35,3200,928,3165,"-34,8440874","-58,5074759",Coto Ezeiza,L
28,"27/05/2018, 03:00:00",C003,344,3200,1272,2856,"-34,8440874","-58,5074759",Coto Ezeiza,M
29,"27/05/2018, 04:00:00",C003,321,3200,1593,2879,"-34,8440874","-58,5074759",Coto Ezeiza,M
30,"27/05/2018, 05:00:00",C003,33,3200,1626,3167,"-34,8440874","-58,5074759",Coto Ezeiza,M
31,"27/05/2018, 06:00:00",C003,200,3200,1826,3000,"-34,8440874","-58,5074759",Coto Ezeiza,M
32,"27/05/2018, 07:00:00",C003,180,3200,2006,3020,"-34,8440874","-58,5074759",Coto Ezeiza,H
33,"27/05/2018, 08:00:00",C003,105,3200,2111,3095,"-34,8440874","-58,5074759",Coto Ezeiza,H
34,"27/05/2018, 09:00:00",C003,334,3200,2445,2866,"-34,8440874","-58,5074759",Coto Ezeiza,H
35,"27/05/2018, 10:00:00",C003,48,3200,2493,3152,"-34,8440874","-58,5074759",Coto Ezeiza,H
36,"27/05/2018, 11:00:00",C003,344,3200,2837,2856,"-34,8440874","-58,5074759",Coto Ezeiza,H
37,"27/05/2018, 12:00:00",C003,237,3200,3074,2963,"-34,8440874","-58,5074759",Coto Ezeiza,H
38,"27/05/2018, 13:00:00",C003,278,3200,3074,2922,"-34,8440874","-58,5074759",Coto Ezeiza,H
39,"27/05/2018, 14:00:00",C003,118,3200,3192,3082,"-34,8440874","-58,5074759",Coto Ezeiza,H
40,"27/05/2018, 15:00:00",C003,276,3200,3192,2924,"-34,8440874","-58,5074759",Coto Ezeiza,H
41,"27/05/2018, 16:00:00",C003,92,3200,3192,3108,"-34,8440874","-58,5074759",Coto Ezeiza,H
42,"27/05/2018, 17:00:00",C003,87,3200,3192,3113,"-34,8440874","-58,5074759",Coto Ezeiza,H
43,"27/05/2018, 18:00:00",C003,275,3200,3192,2925,"-34,8440874","-58,5074759",Coto Ezeiza,H
44,"27/05/2018, 19:00:00",C003,333,3200,3192,2867,"-34,8440874","-58,5074759",Coto Ezeiza,H
45,"27/05/2018, 20:00:00",C003,0,3200,0,3200,"-34,8440874","-58,5074759",Coto Ezeiza,L
46,"27/05/2018, 21:00:00",C003,289,3200,289,2911,"-34,8440874","-58,5074759",Coto Ezeiza,L
47,"27/05/2018, 22:00:00",C003,293,3200,582,2907,"-34,8440874","-58,5074759",Coto Ezeiza,L
48,"27/05/2018, 23:00:00",C003,50,3200,632,3150,"-34,8440874","-58,5074759",Coto Ezeiza,L
49,"28/05/2018, 00:00:00",C003,332,3200,964,2868,"-34,8440874","-58,5074759",Coto Ezeiza,L
50,"28/05/2018, 01:00:00",C003,328,3200,1292,2872,"-34,8440874","-58,5074759",Coto Ezeiza,M
51,"28/05/2018, 02:00:00",C003,284,3200,1576,2916,"-34,8440874","-58,5074759",Coto Ezeiza,M
52,"28/05/2018, 03:00:00",C003,255,3200,1831,2945,"-34,8440874","-58,5074759",Coto Ezeiza,M
53,"28/05/2018, 04:00:00",C003,178,3200,2009,3022,"-34,8440874","-58,5074759",Coto Ezeiza,H
54,"28/05/2018, 05:00:00",C003,225,3200,2234,2975,"-34,8440874","-58,5074759",Coto Ezeiza,H
55,"28/05/2018, 06:00:00",C003,124,3200,2358,3076,"-34,8440874","-58,5074759",Coto Ezeiza,H
56,"28/05/2018, 07:00:00",C003,96,3200,2454,3104,"-34,8440874","-58,5074759",Coto Ezeiza,H
57,"28/05/2018, 08:00:00",C003,280,3200,2734,2920,"-34,8440874","-58,5074759",Coto Ezeiza,H
58,"28/05/2018, 09:00:00",C003,197,3200,2931,3003,"-34,8440874","-58,5074759",Coto Ezeiza,H
59,"28/05/2018, 10:00:00",C003,103,3200,3034,3097,"-34,8440874","-58,5074759",Coto Ezeiza,H
60,"28/05/2018, 11:00:00",C003,79,3200,3113,3121,"-34,8440874","-58,5074759",Coto Ezeiza,H
61,"28/05/2018, 12:00:00",C003,123,3200,3113,3077,"-34,8440874","-58,5074759",Coto Ezeiza,H
62,"28/05/2018, 13:00:00",C003,203,3200,3113,2997,"-34,8440874","-58,5074759",Coto Ezeiza,H
63,"28/05/2018, 14:00:00",C003,348,3200,3113,2852,"-34,8440874","-58,5074759",Coto Ezeiza,H
64,"28/05/2018, 15:00:00",C003,28,3200,3141,3172,"-34,8440874","-58,5074759",Coto Ezeiza,H
65,"28/05/2018, 16:00:00",C003,169,3200,3141,3031,"-34,8440874","-58,5074759",Coto Ezeiza,H
66,"28/05/2018, 17:00:00",C003,311,3200,3141,2889,"-34,8440874","-58,5074759",Coto Ezeiza,H
67,"28/05/2018, 18:00:00",C003,184,3200,3141,3016,"-34,8440874","-58,5074759",Coto Ezeiza,H
68,"28/05/2018, 19:00:00",C003,255,3200,3141,2945,"-34,8440874","-58,5074759",Coto Ezeiza,H
69,"28/05/2018, 20:00:00",C003,287,3200,3141,2913,"-34,8440874","-58,5074759",Coto Ezeiza,H
70,"28/05/2018, 21:00:00",C003,163,3200,3141,3037,"-34,8440874","-58,5074759",Coto Ezeiza,H
71,"28/05/2018, 22:00:00",C003,264,3200,3141,2936,"-34,8440874","-58,5074759",Coto Ezeiza,H
72,"28/05/2018, 23:00:00",C003,291,3200,3141,2909,"-34,8440874","-58,5074759",Coto Ezeiza,H
73,"29/05/2018, 00:00:00",C003,164,3200,3141,3036,"-34,8440874","-58,5074759",Coto Ezeiza,H
74,"29/05/2018, 01:00:00",C003,277,3200,3141,2923,"-34,8440874","-58,5074759",Coto Ezeiza,H
75,"29/05/2018, 02:00:00",C003,174,3200,3141,3026,"-34,8440874","-58,5074759",Coto Ezeiza,H
76,"29/05/2018, 03:00:00",C003,149,3200,3141,3051,"-34,8440874","-58,5074759",Coto Ezeiza,H
77,"29/05/2018, 04:00:00",C003,327,3200,3141,2873,"-34,8440874","-58,5074759",Coto Ezeiza,H
78,"29/05/2018, 05:00:00",C003,103,3200,3141,3097,"-34,8440874","-58,5074759",Coto Ezeiza,H
79,"29/05/2018, 06:00:00",C003,106,3200,3141,3094,"-34,8440874","-58,5074759",Coto Ezeiza,H
80,"29/05/2018, 07:00:00",C003,127,3200,3141,3073,"-34,8440874","-58,5074759",Coto Ezeiza,H
81,"29/05/2018, 08:00:00",C003,343,3200,3141,2857,"-34,8440874","-58,5074759",Coto Ezeiza,H
82,"29/05/2018, 09:00:00",C003,264,3200,3141,2936,"-34,8440874","-58,5074759",Coto Ezeiza,H
83,"29/05/2018, 10:00:00",C003,299,3200,3141,2901,"-34,8440874","-58,5074759",Coto Ezeiza,H
84,"29/05/2018, 11:00:00",C003,274,3200,3141,2926,"-34,8440874","-58,5074759",Coto Ezeiza,H
85,"29/05/2018, 12:00:00",C003,129,3200,3141,3071,"-34,8440874","-58,5074759",Coto Ezeiza,H
86,"29/05/2018, 13:00:00",C003,86,3200,3141,3114,"-34,8440874","-58,5074759",Coto Ezeiza,H
87,"29/05/2018, 14:00:00",C003,166,3200,3141,3034,"-34,8440874","-58,5074759",Coto Ezeiza,H
88,"29/05/2018, 15:00:00",C003,337,3200,3141,2863,"-34,8440874","-58,5074759",Coto Ezeiza,H
89,"29/05/2018, 16:00:00",C003,330,3200,3141,2870,"-34,8440874","-58,5074759",Coto Ezeiza,H
90,"29/05/2018, 17:00:00",C003,33,3200,3174,3167,"-34,8440874","-58,5074759",Coto Ezeiza,H
91,"29/05/2018, 18:00:00",C003,70,3200,3174,3130,"-34,8440874","-58,5074759",Coto Ezeiza,H
92,"29/05/2018, 19:00:00",C003,36,3200,3174,3164,"-34,8440874","-58,5074759",Coto Ezeiza,H
93,"29/05/2018, 20:00:00",C003,100,3200,3174,3100,"-34,8440874","-58,5074759",Coto Ezeiza,H
94,"29/05/2018, 21:00:00",C003,268,3200,3174,2932,"-34,8440874","-58,5074759",Coto Ezeiza,H
95,"29/05/2018, 22:00:00",C003,0,3200,0,3200,"-34,8440874","-58,5074759",Coto Ezeiza,L
96,"29/05/2018, 23:00:00",C003,221,3200,221,2979,"-34,8440874","-58,5074759",Coto Ezeiza,L
97,"30/05/2018, 00:00:00",C003,141,3200,362,3059,"-34,8440874","-58,5074759",Coto Ezeiza,L
98,"30/05/2018, 01:00:00",C003,251,3200,613,2949,"-34,8440874","-58,5074759",Coto Ezeiza,L
99,"30/05/2018, 02:00:00",C003,292,3200,905,2908,"-34,8440874","-58,5074759",Coto Ezeiza,L
100,"30/05/2018, 03:00:00",C003,46,3200,951,3154,"-34,8440874","-58,5074759",Coto Ezeiza,L
101,"30/05/2018, 04:00:00",C003,83,3200,1034,3117,"-34,8440874","-58,5074759",Coto Ezeiza,M
102,"30/05/2018, 05:00:00",C003,62,3200,1096,3138,"-34,8440874","-58,5074759",Coto Ezeiza,M
103,"30/05/2018, 06:00:00",C003,275,3200,1371,2925,"-34,8440874","-58,5074759",Coto Ezeiza,M
104,"30/05/2018, 07:00:00",C003,37,3200,1408,3163,"-34,8440874","-58,5074759",Coto Ezeiza,M
105,"30/05/2018, 08:00:00",C003,185,3200,1593,3015,"-34,8440874","-58,5074759",Coto Ezeiza,M
106,"30/05/2018, 09:00:00",C003,186,3200,1779,3014,"-34,8440874","-58,5074759",Coto Ezeiza,M
107,"30/05/2018, 10:00:00",C003,210,3200,1989,2990,"-34,8440874","-58,5074759",Coto Ezeiza,M
108,"30/05/2018, 11:00:00",C003,291,3200,2280,2909,"-34,8440874","-58,5074759",Coto Ezeiza,H
109,"30/05/2018, 12:00:00",C003,344,3200,2624,2856,"-34,8440874","-58,5074759",Coto Ezeiza,H
110,"30/05/2018, 13:00:00",C003,190,3200,2814,3010,"-34,8440874","-58,5074759",Coto Ezeiza,H
111,"30/05/2018, 14:00:00",C003,54,3200,2868,3146,"-34,8440874","-58,5074759",Coto Ezeiza,H
112,"30/05/2018, 15:00:00",C003,143,3200,3011,3057,"-34,8440874","-58,5074759",Coto Ezeiza,H
113,"30/05/2018, 16:00:00",C003,301,3200,3011,2899,"-34,8440874","-58,5074759",Coto Ezeiza,H
114,"30/05/2018, 17:00:00",C003,126,3200,3137,3074,"-34,8440874","-58,5074759",Coto Ezeiza,H
115,"30/05/2018, 18:00:00",C003,135,3200,3137,3065,"-34,8440874","-58,5074759",Coto Ezeiza,H
116,"30/05/2018, 19:00:00",C003,265,3200,3137,2935,"-34,8440874","-58,5074759",Coto Ezeiza,H
117,"30/05/2018, 20:00:00",C003,0,3200,0,3200,"-34,8440874","-58,5074759",Coto Ezeiza,L
118,"30/05/2018, 21:00:00",C003,128,3200,128,3072,"-34,8440874","-58,5074759",Coto Ezeiza,L
119,"30/05/2018, 22:00:00",C003,177,3200,305,3023,"-34,8440874","-58,5074759",Coto Ezeiza,L
120,"30/05/2018, 23:00:00",C003,25,3200,330,3175,"-34,8440874","-58,5074759",Coto Ezeiza,L
121,"31/05/2018, 00:00:00",C003,324,3200,654,2876,"-34,8440874","-58,5074759",Coto Ezeiza,L
122,"31/05/2018, 01:00:00",C003,50,3200,704,3150,"-34,8440874","-58,5074759",Coto Ezeiza,L
123,"31/05/2018, 02:00:00",C003,288,3200,992,2912,"-34,8440874","-58,5074759",Coto Ezeiza,L
124,"31/05/2018, 03:00:00",C003,276,3200,1268,2924,"-34,8440874","-58,5074759",Coto Ezeiza,M
125,"31/05/2018, 04:00:00",C003,286,3200,1554,2914,"-34,8440874","-58,5074759",Coto Ezeiza,M
126,"31/05/2018, 05:00:00",C003,154,3200,1708,3046,"-34,8440874","-58,5074759",Coto Ezeiza,M
127,"31/05/2018, 06:00:00",C003,50,3200,1758,3150,"-34,8440874","-58,5074759",Coto Ezeiza,M
128,"31/05/2018, 07:00:00",C003,238,3200,1996,2962,"-34,8440874","-58,5074759",Coto Ezeiza,M
129,"31/05/2018, 08:00:00",C003,164,3200,2160,3036,"-34,8440874","-58,5074759",Coto Ezeiza,H
130,"31/05/2018, 09:00:00",C003,271,3200,2431,2929,"-34,8440874","-58,5074759",Coto Ezeiza,H
131,"31/05/2018, 10:00:00",C003,359,3200,2790,2841,"-34,8440874","-58,5074759",Coto Ezeiza,H
132,"31/05/2018, 11:00:00",C003,232,3200,3022,2968,"-34,8440874","-58,5074759",Coto Ezeiza,H
133,"31/05/2018, 12:00:00",C003,294,3200,3022,2906,"-34,8440874","-58,5074759",Coto Ezeiza,H
134,"31/05/2018, 13:00:00",C003,319,3200,3022,2881,"-34,8440874","-58,5074759",Coto Ezeiza,H
135,"31/05/2018, 14:00:00",C003,150,3200,3172,3050,"-34,8440874","-58,5074759",Coto Ezeiza,H
136,"31/05/2018, 15:00:00",C003,47,3200,3172,3153,"-34,8440874","-58,5074759",Coto Ezeiza,H
137,"31/05/2018, 16:00:00",C003,298,3200,3172,2902,"-34,8440874","-58,5074759",Coto Ezeiza,H
138,"31/05/2018, 17:00:00",C003,166,3200,3172,3034,"-34,8440874","-58,5074759",Coto Ezeiza,H
139,"31/05/2018, 18:00:00",C003,355,3200,3172,2845,"-34,8440874","-58,5074759",Coto Ezeiza,H
140,"31/05/2018, 19:00:00",C003,352,3200,3172,2848,"-34,8440874","-58,5074759",Coto Ezeiza,H
141,"31/05/2018, 20:00:00",C003,0,3200,0,3200,"-34,8440874","-58,5074759",Coto Ezeiza,L
142,"31/05/2018, 21:00:00",C003,221,3200,221,2979,"-34,8440874","-58,5074759",Coto Ezeiza,L
143,"31/05/2018, 22:00:00",C003,283,3200,504,2917,"-34,8440874","-58,5074759",Coto Ezeiza,L
144,"31/05/2018, 23:00:00",C003,177,3200,681,3023,"-34,8440874","-58,5074759",Coto Ezeiza,L
145,"01/06/2018, 00:00:00",C003,66,3200,747,3134,"-34,8440874","-58,5074759",Coto Ezeiza,L
146,"01/06/2018, 01:00:00",C003,156,3200,903,3044,"-34,8440874","-58,5074759",Coto Ezeiza,L
147,"01/06/2018, 02:00:00",C003,360,3200,1263,2840,"-34,8440874","-58,5074759",Coto Ezeiza,M
148,"01/06/2018, 03:00:00",C003,137,3200,1400,3063,"-34,8440874","-58,5074759",Coto Ezeiza,M
149,"01/06/2018, 04:00:00",C003,214,3200,1614,2986,"-34,8440874","-58,5074759",Coto Ezeiza,M
150,"01/06/2018, 05:00:00",C003,119,3200,1733,3081,"-34,8440874","-58,5074759",Coto Ezeiza,M
151,"01/06/2018, 06:00:00",C003,179,3200,1912,3021,"-34,8440874","-58,5074759",Coto Ezeiza,M
152,"01/06/2018, 07:00:00",C003,328,3200,2240,2872,"-34,8440874","-58,5074759",Coto Ezeiza,H
153,"01/06/2018, 08:00:00",C003,169,3200,2409,3031,"-34,8440874","-58,5074759",Coto Ezeiza,H
154,"01/06/2018, 09:00:00",C003,70,3200,2479,3130,"-34,8440874","-58,5074759",Coto Ezeiza,H
155,"01/06/2018, 10:00:00",C003,142,3200,2621,3058,"-34,8440874","-58,5074759",Coto Ezeiza,H
156,"01/06/2018, 11:00:00",C003,251,3200,2872,2949,"-34,8440874","-58,5074759",Coto Ezeiza,H
157,"01/06/2018, 12:00:00",C003,48,3200,2920,3152,"-34,8440874","-58,5074759",Coto Ezeiza,H
158,"01/06/2018, 13:00:00",C003,87,3200,3007,3113,"-34,8440874","-58,5074759",Coto Ezeiza,H
159,"01/06/2018, 14:00:00",C003,173,3200,3180,3027,"-34,8440874","-58,5074759",Coto Ezeiza,H
160,"01/06/2018, 15:00:00",C003,42,3200,3180,3158,"-34,8440874","-58,5074759",Coto Ezeiza,H
161,"01/06/2018, 16:00:00",C003,283,3200,3180,2917,"-34,8440874","-58,5074759",Coto Ezeiza,H
162,"01/06/2018, 17:00:00",C003,0,3200,0,3200,"-34,8440874","-58,5074759",Coto Ezeiza,L
163,"01/06/2018, 18:00:00",C003,225,3200,225,2975,"-34,8440874","-58,5074759",Coto Ezeiza,L
164,"01/06/2018, 19:00:00",C003,224,3200,449,2976,"-34,8440874","-58,5074759",Coto Ezeiza,L
165,"01/06/2018, 20:00:00",C003,244,3200,693,2956,"-34,8440874","-58,5074759",Coto Ezeiza,L
166,"01/06/2018, 21:00:00",C003,228,3200,921,2972,"-34,8440874","-58,5074759",Coto Ezeiza,L
