Id,Fecha Hora,IdContainer,Carga,Capacidad_Carga_M3,Capacidad_Ocupada_M3,Capacidad_Libre_M3,lat,long,Ubicación,Recolectar
21,"26/05/2018, 20:00:00",C001,311,3200,3194,2889,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
22,"26/05/2018, 21:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
23,"26/05/2018, 22:00:00",C001,103,3200,103,3097,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
24,"26/05/2018, 23:00:00",C001,79,3200,182,3121,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
25,"27/05/2018, 00:00:00",C001,321,3200,503,2879,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
26,"27/05/2018, 01:00:00",C001,148,3200,651,3052,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
27,"27/05/2018, 02:00:00",C001,37,3200,688,3163,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
28,"27/05/2018, 03:00:00",C001,53,3200,741,3147,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
29,"27/05/2018, 04:00:00",C001,196,3200,937,3004,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
30,"27/05/2018, 05:00:00",C001,181,3200,1118,3019,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
31,"27/05/2018, 06:00:00",C001,326,3200,1444,2874,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
32,"27/05/2018, 07:00:00",C001,28,3200,1472,3172,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
33,"27/05/2018, 08:00:00",C001,47,3200,1519,3153,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
34,"27/05/2018, 09:00:00",C001,227,3200,1746,2973,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
35,"27/05/2018, 10:00:00",C001,320,3200,2066,2880,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
36,"27/05/2018, 11:00:00",C001,345,3200,2411,2855,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
37,"27/05/2018, 12:00:00",C001,269,3200,2680,2931,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
38,"27/05/2018, 13:00:00",C001,107,3200,2787,3093,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
39,"27/05/2018, 14:00:00",C001,292,3200,3079,2908,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
40,"27/05/2018, 15:00:00",C001,46,3200,3125,3154,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
41,"27/05/2018, 16:00:00",C001,45,3200,3170,3155,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
42,"27/05/2018, 17:00:00",C001,197,3200,3170,3003,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
43,"27/05/2018, 18:00:00",C001,177,3200,3170,3023,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
44,"27/05/2018, 19:00:00",C001,332,3200,3170,2868,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
45,"27/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
46,"27/05/2018, 21:00:00",C001,188,3200,188,3012,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
47,"27/05/2018, 22:00:00",C001,291,3200,479,2909,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
48,"27/05/2018, 23:00:00",C001,217,3200,696,2983,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
49,"28/05/2018, 00:00:00",C001,294,3200,990,2906,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
50,"28/05/2018, 01:00:00",C001,339,3200,1329,2861,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
51,"28/05/2018, 02:00:00",C001,297,3200,1626,2903,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
52,"28/05/2018, 03:00:00",C001,265,3200,1891,2935,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
53,"28/05/2018, 04:00:00",C001,237,3200,2128,2963,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
54,"28/05/2018, 05:00:00",C001,260,3200,2388,2940,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
55,"28/05/2018, 06:00:00",C001,84,3200,2472,3116,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
56,"28/05/2018, 07:00:00",C001,185,3200,2657,3015,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
57,"28/05/2018, 08:00:00",C001,283,3200,2940,2917,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
58,"28/05/2018, 09:00:00",C001,26,3200,2966,3174,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
59,"28/05/2018, 10:00:00",C001,238,3200,2966,2962,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
60,"28/05/2018, 11:00:00",C001,44,3200,3010,3156,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
61,"28/05/2018, 12:00:00",C001,50,3200,3060,3150,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
62,"28/05/2018, 13:00:00",C001,117,3200,3177,3083,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
63,"28/05/2018, 14:00:00",C001,38,3200,3177,3162,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
64,"28/05/2018, 15:00:00",C001,87,3200,3177,3113,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
65,"28/05/2018, 16:00:00",C001,154,3200,3177,3046,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
66,"28/05/2018, 17:00:00",C001,178,3200,3177,3022,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
67,"28/05/2018, 18:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
68,"28/05/2018, 19:00:00",C001,233,3200,233,2967,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
69,"28/05/2018, 20:00:00",C001,359,3200,592,2841,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
70,"28/05/2018, 21:00:00",C001,346,3200,938,2854,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
71,"28/05/2018, 22:00:00",C001,41,3200,979,3159,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
72,"28/05/2018, 23:00:00",C001,102,3200,1081,3098,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
73,"29/05/2018, 00:00:00",C001,44,3200,1125,3156,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
74,"29/05/2018, 01:00:00",C001,248,3200,1373,2952,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
75,"29/05/2018, 02:00:00",C001,209,3200,1582,2991,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
76,"29/05/2018, 03:00:00",C001,49,3200,1631,3151,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
77,"29/05/2018, 04:00:00",C001,145,3200,1776,3055,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
78,"29/05/2018, 05:00:00",C001,136,3200,1912,3064,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
79,"29/05/2018, 06:00:00",C001,133,3200,2045,3067,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
80,"29/05/2018, 07:00:00",C001,327,3200,2372,2873,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
81,"29/05/2018, 08:00:00",C001,121,3200,2493,3079,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
82,"29/05/2018, 09:00:00",C001,86,3200,2579,3114,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
83,"29/05/2018, 10:00:00",C001,243,3200,2822,2957,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
84,"29/05/2018, 11:00:00",C001,285,3200,3107,2915,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
85,"29/05/2018, 12:00:00",C001,69,3200,3176,3131,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
86,"29/05/2018, 13:00:00",C001,117,3200,3176,3083,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
87,"29/05/2018, 14:00:00",C001,300,3200,3176,2900,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
88,"29/05/2018, 15:00:00",C001,111,3200,3176,3089,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
89,"29/05/2018, 16:00:00",C001,280,3200,3176,2920,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
90,"29/05/2018, 17:00:00",C001,275,3200,3176,2925,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
91,"29/05/2018, 18:00:00",C001,268,3200,3176,2932,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
92,"29/05/2018, 19:00:00",C001,135,3200,3176,3065,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
93,"29/05/2018, 20:00:00",C001,118,3200,3176,3082,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
94,"29/05/2018, 21:00:00",C001,283,3200,3176,2917,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
95,"29/05/2018, 22:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
96,"29/05/2018, 23:00:00",C001,148,3200,148,3052,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
97,"30/05/2018, 00:00:00",C001,184,3200,332,3016,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
98,"30/05/2018, 01:00:00",C001,200,3200,532,3000,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
99,"30/05/2018, 02:00:00",C001,221,3200,753,2979,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
100,"30/05/2018, 03:00:00",C001,31,3200,784,3169,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
101,"30/05/2018, 04:00:00",C001,36,3200,820,3164,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
102,"30/05/2018, 05:00:00",C001,87,3200,907,3113,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
103,"30/05/2018, 06:00:00",C001,86,3200,993,3114,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
104,"30/05/2018, 07:00:00",C001,231,3200,1224,2969,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
105,"30/05/2018, 08:00:00",C001,163,3200,1387,3037,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
106,"30/05/2018, 09:00:00",C001,79,3200,1466,3121,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
107,"30/05/2018, 10:00:00",C001,44,3200,1510,3156,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
108,"30/05/2018, 11:00:00",C001,31,3200,1541,3169,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
109,"30/05/2018, 12:00:00",C001,263,3200,1804,2937,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
110,"30/05/2018, 13:00:00",C001,223,3200,2027,2977,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
111,"30/05/2018, 14:00:00",C001,33,3200,2060,3167,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
112,"30/05/2018, 15:00:00",C001,208,3200,2268,2992,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
113,"30/05/2018, 16:00:00",C001,75,3200,2343,3125,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
114,"30/05/2018, 17:00:00",C001,209,3200,2552,2991,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
115,"30/05/2018, 18:00:00",C001,74,3200,2626,3126,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
116,"30/05/2018, 19:00:00",C001,349,3200,2975,2851,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
117,"30/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
118,"30/05/2018, 21:00:00",C001,254,3200,254,2946,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
119,"30/05/2018, 22:00:00",C001,33,3200,287,3167,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
120,"30/05/2018, 23:00:00",C001,170,3200,457,3030,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
121,"31/05/2018, 00:00:00",C001,190,3200,647,3010,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
122,"31/05/2018, 01:00:00",C001,65,3200,712,3135,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
123,"31/05/2018, 02:00:00",C001,165,3200,877,3035,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
124,"31/05/2018, 03:00:00",C001,329,3200,1206,2871,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
125,"31/05/2018, 04:00:00",C001,26,3200,1232,3174,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
126,"31/05/2018, 05:00:00",C001,52,3200,1284,3148,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
127,"31/05/2018, 06:00:00",C001,189,3200,1473,3011,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
128,"31/05/2018, 07:00:00",C001,83,3200,1556,3117,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
129,"31/05/2018, 08:00:00",C001,342,3200,1898,2858,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
130,"31/05/2018, 09:00:00",C001,269,3200,2167,2931,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
131,"31/05/2018, 10:00:00",C001,161,3200,2328,3039,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
132,"31/05/2018, 11:00:00",C001,35,3200,2363,3165,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
133,"31/05/2018, 12:00:00",C001,212,3200,2575,2988,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
134,"31/05/2018, 13:00:00",C001,169,3200,2744,3031,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
135,"31/05/2018, 14:00:00",C001,52,3200,2796,3148,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
136,"31/05/2018, 15:00:00",C001,163,3200,2959,3037,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
137,"31/05/2018, 16:00:00",C001,55,3200,3014,3145,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
138,"31/05/2018, 17:00:00",C001,239,3200,3014,2961,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
139,"31/05/2018, 18:00:00",C001,324,3200,3014,2876,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
140,"31/05/2018, 19:00:00",C001,307,3200,3014,2893,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
141,"31/05/2018, 20:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
142,"31/05/2018, 21:00:00",C001,208,3200,208,2992,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
143,"31/05/2018, 22:00:00",C001,180,3200,388,3020,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
144,"31/05/2018, 23:00:00",C001,101,3200,489,3099,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
145,"01/06/2018, 00:00:00",C001,351,3200,840,2849,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
146,"01/06/2018, 01:00:00",C001,55,3200,895,3145,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
147,"01/06/2018, 02:00:00",C001,299,3200,1194,2901,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
148,"01/06/2018, 03:00:00",C001,249,3200,1443,2951,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
149,"01/06/2018, 04:00:00",C001,194,3200,1637,3006,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
150,"01/06/2018, 05:00:00",C001,259,3200,1896,2941,"-34,855106","-58,5256724",Municipalidad Ezeiza,M
151,"01/06/2018, 06:00:00",C001,115,3200,2011,3085,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
152,"01/06/2018, 07:00:00",C001,199,3200,2210,3001,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
153,"01/06/2018, 08:00:00",C001,318,3200,2528,2882,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
154,"01/06/2018, 09:00:00",C001,226,3200,2754,2974,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
155,"01/06/2018, 10:00:00",C001,115,3200,2869,3085,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
156,"01/06/2018, 11:00:00",C001,41,3200,2910,3159,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
157,"01/06/2018, 12:00:00",C001,34,3200,2944,3166,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
158,"01/06/2018, 13:00:00",C001,275,3200,2944,2925,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
159,"01/06/2018, 14:00:00",C001,74,3200,3018,3126,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
160,"01/06/2018, 15:00:00",C001,128,3200,3146,3072,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
161,"01/06/2018, 16:00:00",C001,333,3200,3146,2867,"-34,855106","-58,5256724",Municipalidad Ezeiza,H
162,"01/06/2018, 17:00:00",C001,0,3200,0,3200,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
163,"01/06/2018, 18:00:00",C001,151,3200,151,3049,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
164,"01/06/2018, 19:00:00",C001,71,3200,222,3129,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
165,"01/06/2018, 20:00:00",C001,255,3200,477,2945,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
166,"01/06/2018, 21:00:00",C001,72,3200,549,3128,"-34,855106","-58,5256724",Municipalidad Ezeiza,L
